EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Hours,Shift
1264790,33,No,Non-Travel,Nursing,22,2,Marketing,Male,95,2,Nurse,2,Married,6146,15480,0,Y,No,3,40,8,2,4,7,7,0,7,12,0
1264321,37,No,Travel_Rarely,Nursing,10,4,Life Sciences,Female,88,2,Nurse,4,Divorced,6694,24223,2,Y,No,3,40,8,5,3,1,0,0,0,12,1
1262683,22,No,Non-Travel,Care,16,2,Medical,Male,96,1,Nurse,4,Divorced,2935,7324,1,Y,No,3,40,1,2,2,1,0,0,0,12,0
1261502,35,No,Travel_Rarely,Care,10,4,Medical,Female,51,2,Nurse,3,Single,6142,4223,3,Y,No,3,40,10,4,3,5,2,0,4,12,0
1260966,49,No,Travel_Rarely,Nursing,11,4,Marketing,Female,80,2,Nurse,4,Single,4507,8191,3,Y,No,3,40,8,1,4,5,1,0,4,12,0
1260276,30,No,Travel_Rarely,Nursing,29,4,Life Sciences,Male,61,2,Nurse,1,Divorced,4115,13192,8,Y,No,3,40,8,3,3,4,3,0,3,12,1
1259785,45,No,Travel_Frequently,Dietary,25,3,Medical,Female,83,5,Other,2,Single,18061,13035,3,Y,No,4,40,22,4,3,0,0,0,0,12,0
1259211,43,No,Travel_Frequently,Nursing,15,3,Life Sciences,Male,47,2,Nurse,4,Married,6804,23683,3,Y,No,3,40,7,5,3,2,2,2,2,0,0
1259120,24,No,Travel_Rarely,Nursing,4,1,Medical,Female,42,2,Nurse,3,Married,4162,15211,1,Y,No,3,40,5,3,3,5,4,0,3,12,1
1259109,29,No,Travel_Rarely,Nursing,10,1,Marketing,Female,39,2,Nurse,2,Divorced,8268,11866,1,Y,No,3,40,7,2,3,7,7,1,7,12,1
1258908,38,No,Travel_Frequently,Care,3,4,Other,Male,44,1,Nurse,3,Married,2821,2997,3,Y,No,3,40,8,2,3,2,2,2,2,12,1
1258148,36,No,Travel_Rarely,Nursing,2,4,Life Sciences,Male,70,1,Other,4,Single,2644,17001,3,Y,No,4,40,7,3,2,3,2,1,2,12,1
1256655,26,No,Travel_Frequently,Dietary,1,3,Life Sciences,Female,84,2,Therapist,2,Divorced,6397,26767,1,Y,No,4,40,6,6,1,6,5,1,4,12,0
1255286,49,No,Travel_Rarely,Care,3,2,Medical,Female,43,2,Nurse,1,Married,4789,23070,4,Y,No,4,40,10,3,3,3,2,1,2,12,1
1254775,40,No,Travel_Frequently,Care,1,4,Life Sciences,Male,78,4,Nurse,2,Married,13503,14115,1,Y,No,4,40,22,3,2,22,3,11,11,12,0
1254150,34,No,Travel_Rarely,Care,10,3,Life Sciences,Male,83,1,Nurse,2,Divorced,2008,6896,1,Y,No,3,40,1,3,3,1,0,1,0,12,0
1254079,49,No,Travel_Rarely,Care,6,1,Life Sciences,Female,41,4,Nurse,3,Married,13966,11652,2,Y,No,3,40,30,3,3,15,11,2,12,12,1
1254029,34,No,Travel_Rarely,Nursing,8,5,Life Sciences,Female,32,2,Therapist,1,Divorced,5121,4187,3,Y,No,3,40,7,3,3,0,0,0,0,12,0
1253827,31,No,Travel_Rarely,Care,11,4,Life Sciences,Male,48,1,Other,4,Married,2356,14871,3,Y,No,3,40,8,2,3,6,4,0,2,12,1
1252790,37,No,Travel_Rarely,Care,13,3,Medical,Male,47,2,Nurse,4,Married,4285,3031,1,Y,No,3,40,10,2,3,10,8,3,7,12,1
1252779,43,No,Travel_Frequently,Dietary,10,4,Life Sciences,Female,82,2,Nurse,3,Divorced,5257,6227,1,Y,No,3,40,9,3,4,9,7,0,0,12,0
1252735,31,No,Non-Travel,Dietary,3,2,Medical,Male,48,1,Other,1,Divorced,3065,3995,1,Y,No,3,40,4,3,4,4,2,2,3,12,0
1252375,25,No,Travel_Rarely,Nursing,4,1,Marketing,Male,87,2,Nurse,1,Married,4256,18154,1,Y,No,3,40,5,1,4,5,2,0,3,0,0
1251852,43,No,Travel_Frequently,Care,9,5,Medical,Male,72,2,Nurse,3,Divorced,5679,19627,3,Y,No,3,40,10,3,3,8,7,4,7,12,1
1251693,36,No,Travel_Frequently,Care,18,1,Medical,Female,73,1,Nurse,4,Single,2153,7703,1,Y,No,3,40,8,2,3,8,1,1,7,12,0
1251101,52,No,Non-Travel,Nursing,29,4,Life Sciences,Male,40,1,Other,4,Divorced,3482,19788,2,Y,No,3,40,16,3,2,9,8,0,0,12,1
1249536,25,No,Travel_Rarely,Nursing,4,1,Marketing,Male,87,2,Nurse,1,Married,4256,18154,1,Y,No,3,40,5,1,4,5,2,0,3,0,1
1248364,32,No,Travel_Rarely,Nursing,10,3,Marketing,Male,55,2,Nurse,4,Single,5396,21703,1,Y,No,3,40,10,2,2,10,7,0,8,12,0
1248055,33,No,Travel_Rarely,Care,21,3,Medical,Male,79,1,Nurse,2,Married,2028,13637,1,Y,No,3,40,14,6,3,14,11,2,13,12,1
1247928,31,No,Travel_Rarely,Care,23,3,Medical,Male,64,2,Nurse,4,Married,5582,14408,0,Y,No,4,40,10,2,3,9,0,7,8,12,0
1247348,30,No,Travel_Rarely,Care,1,1,Life Sciences,Male,55,2,Nurse,4,Married,5126,15998,1,Y,No,3,40,10,1,2,10,8,3,0,0,1
1246982,49,No,Travel_Frequently,Care,28,2,Life Sciences,Male,97,2,Nurse,1,Single,4284,22710,3,Y,No,4,40,20,2,3,4,3,1,3,0,1
1246363,31,No,Travel_Frequently,Care,24,1,Technical Degree,Female,30,2,Therapist,4,Single,5238,6670,2,Y,No,4,40,9,3,2,5,4,1,4,12,0
1246075,35,No,Travel_Rarely,Dietary,26,4,Life Sciences,Female,31,3,Other,4,Single,8837,16642,1,Y,No,3,40,9,2,3,9,0,1,7,12,1
1246015,36,No,Travel_Rarely,Care,7,3,Life Sciences,Male,77,1,Nurse,2,Single,2013,10950,2,Y,No,3,40,15,4,3,4,3,1,3,12,1
1245218,29,No,Travel_Rarely,Care,1,3,Life Sciences,Male,89,2,Other,1,Married,5373,6225,0,Y,No,3,40,6,5,2,5,3,0,2,12,0
1245033,19,Yes,Non-Travel,Care,10,3,Medical,Female,96,1,Other,2,Single,1859,6148,1,Y,No,4,40,1,2,4,1,1,0,0,12,1
1244300,46,No,Travel_Rarely,Nursing,2,3,Technical Degree,Female,75,4,Administrative,2,Married,16872,14977,3,Y,No,3,40,28,2,2,7,7,7,7,12,1
1242796,44,No,Travel_Rarely,Dietary,1,2,Medical,Male,91,3,Other,1,Married,10482,2326,9,Y,No,3,40,24,1,3,20,6,3,6,0,0
1242148,22,Yes,Travel_Rarely,Dietary,7,1,Life Sciences,Male,75,1,Other,2,Single,2472,26092,1,Y,No,4,40,1,2,3,1,0,0,0,12,0
1241701,22,Yes,Travel_Rarely,Care,8,1,Medical,Female,79,1,Nurse,1,Married,2398,15999,1,Y,No,3,40,1,6,3,1,0,0,0,12,0
1241240,43,No,Travel_Frequently,Care,21,3,Medical,Male,61,1,Nurse,4,Married,2258,15238,7,Y,No,4,40,8,1,3,3,2,1,2,12,0
1239925,33,No,Non-Travel,Nursing,8,1,Life Sciences,Female,88,1,Other,4,Single,2342,21437,0,Y,No,3,40,3,2,2,2,2,2,2,12,1
1239516,31,No,Travel_Rarely,Care,11,2,Medical,Male,80,2,Other,1,Married,6833,17089,1,Y,No,3,40,6,2,2,6,5,0,1,12,0
1239491,35,No,Travel_Rarely,Nursing,1,3,Marketing,Male,85,2,Therapist,3,Married,4717,18659,9,Y,No,3,40,15,2,3,11,9,6,9,12,1
1238998,26,No,Travel_Frequently,Care,1,2,Life Sciences,Female,71,1,Nurse,4,Divorced,4364,5288,3,Y,No,3,40,5,2,3,2,2,2,0,12,1
1238813,58,No,Travel_Rarely,Care,2,3,Technical Degree,Male,51,1,Other,3,Single,2479,26227,4,Y,No,4,40,7,4,3,1,0,0,0,12,1
1238447,42,No,Non-Travel,Care,21,2,Medical,Female,36,2,Therapist,3,Divorced,5265,16439,2,Y,No,3,40,11,5,3,5,3,0,2,12,0
1237678,27,No,Travel_Frequently,Nursing,3,1,Medical,Female,71,2,Therapist,4,Divorced,4647,16673,1,Y,No,4,40,6,3,3,6,5,0,4,12,0
1237363,19,No,Travel_Rarely,Care,25,3,Life Sciences,Female,57,1,Other,4,Single,2994,21221,1,Y,No,3,40,1,2,3,1,0,0,1,12,1
1236753,27,No,Travel_Rarely,Care,8,3,Medical,Female,86,1,Other,3,Married,3517,22490,7,Y,No,3,40,5,0,3,3,2,0,2,12,0
1236529,20,Yes,Travel_Rarely,Care,11,3,Medical,Female,98,1,Other,1,Single,2600,18275,1,Y,No,3,40,1,2,3,1,0,0,0,12,1
1236472,38,No,Travel_Frequently,Dietary,8,3,Medical,Female,58,2,Other,2,Divorced,2133,18115,1,Y,No,3,40,20,3,3,20,11,0,7,12,0
1236111,32,No,Travel_Rarely,Nursing,7,5,Marketing,Male,97,2,Nurse,4,Married,9204,23343,4,Y,No,3,40,7,3,2,4,3,0,3,12,1
1235953,31,Yes,Travel_Rarely,Care,9,4,Life Sciences,Male,42,1,Other,2,Single,2657,7551,0,Y,No,3,40,3,5,3,2,2,2,2,12,1
1235468,29,Yes,Travel_Rarely,Dietary,13,3,Human Resources,Male,56,1,Other,1,Divorced,2335,3157,4,Y,No,3,40,4,3,3,2,2,2,0,12,1
1235079,47,No,Travel_Rarely,Nursing,14,3,Medical,Female,78,2,Nurse,3,Married,4591,24200,3,Y,No,3,40,11,4,2,5,4,1,2,12,0
1234542,34,No,Travel_Rarely,Dietary,9,4,Technical Degree,Female,52,1,Other,3,Married,2742,3072,1,Y,No,3,40,2,0,3,2,2,2,2,12,1
1234458,29,No,Travel_Rarely,Nursing,20,2,Marketing,Male,45,2,Nurse,4,Divorced,6931,10732,2,Y,No,3,40,10,2,3,3,2,0,2,12,1
1233772,31,No,Travel_Rarely,Nursing,2,1,Life Sciences,Male,77,2,Nurse,4,Single,6582,8346,4,Y,No,3,40,10,2,4,6,5,0,5,12,0
1233733,30,No,Travel_Frequently,Care,5,3,Medical,Female,60,1,Nurse,2,Single,2422,25725,0,Y,No,3,40,4,3,3,3,2,1,2,12,0
1232169,53,Yes,Travel_Rarely,Nursing,24,4,Life Sciences,Male,66,3,Nurse,1,Single,10448,5843,6,Y,No,3,40,15,2,2,2,2,2,2,12,0
1232119,27,No,Non-Travel,Care,9,3,Medical,Male,57,1,Nurse,2,Divorced,2024,5970,6,Y,No,3,40,6,1,1,2,2,2,2,12,0
1231380,32,No,Travel_Rarely,Nursing,6,4,Medical,Male,87,2,Nurse,3,Single,5010,24301,1,Y,No,3,40,12,0,3,11,8,5,7,12,1
1230043,49,No,Travel_Rarely,Care,1,2,Technical Degree,Female,90,4,Nurse,3,Single,13964,17810,7,Y,No,3,40,25,2,3,7,1,0,7,12,1
1229290,32,No,Travel_Frequently,Care,13,3,Other,Female,77,1,Nurse,2,Married,2743,7331,1,Y,No,4,40,2,2,3,2,2,2,2,12,1
1229066,27,No,Travel_Rarely,Nursing,10,3,Marketing,Female,98,2,Nurse,4,Married,5769,7100,1,Y,No,3,40,6,3,3,6,2,4,4,12,1
1228187,34,No,Travel_Rarely,Care,1,2,Life Sciences,Male,83,1,Other,4,Married,3622,22794,1,Y,No,3,40,6,3,3,6,5,1,3,12,0
1228157,33,No,Travel_Rarely,Nursing,10,4,Marketing,Male,43,2,Nurse,3,Single,5487,10410,1,Y,No,3,40,10,2,2,10,4,0,9,12,0
1226564,44,No,Travel_Rarely,Care,2,1,Life Sciences,Female,72,1,Other,4,Married,2011,19982,1,Y,No,3,40,10,5,3,10,5,7,7,12,0
1225300,45,No,Non-Travel,Care,2,2,Medical,Male,65,4,Admin,4,Married,16792,20462,9,Y,No,4,40,22,1,3,20,8,11,8,0,0
1225271,30,No,Travel_Rarely,Nursing,7,4,Marketing,Female,73,2,Nurse,1,Divorced,4779,12761,7,Y,No,3,40,8,3,3,3,2,0,2,12,0
1225168,44,No,Travel_Rarely,Care,28,3,Life Sciences,Male,32,4,Administrative,1,Married,16328,22074,3,Y,No,3,40,24,1,4,20,6,14,17,12,1
1225098,23,No,Travel_Rarely,Care,20,1,Life Sciences,Male,97,2,Nurse,3,Single,2272,24812,0,Y,No,3,40,5,2,3,4,3,1,2,12,1
1224843,31,No,Travel_Rarely,Care,12,1,Medical,Female,95,1,Other,4,Married,3929,6984,8,Y,No,4,40,7,0,3,4,2,0,2,12,1
1224749,40,No,Travel_Rarely,Care,19,2,Medical,Male,99,2,Nurse,4,Married,2741,16523,8,Y,No,3,40,15,2,4,7,2,3,7,12,1
1224712,52,No,Non-Travel,Care,19,4,Medical,Male,41,1,Other,4,Married,4258,26589,0,Y,No,3,40,5,3,3,4,3,1,2,12,0
1224247,27,No,Travel_Frequently,Nursing,2,1,Life Sciences,Male,43,2,Nurse,4,Single,5071,20392,3,Y,No,4,40,8,3,3,6,2,0,0,12,1
1224144,36,No,Travel_Frequently,Nursing,4,2,Life Sciences,Female,97,2,Therapist,2,Divorced,5131,9192,7,Y,No,3,40,18,3,3,4,2,0,2,12,1
1224013,27,Yes,Non-Travel,Care,3,3,Medical,Male,79,1,Other,3,Divorced,2566,25326,1,Y,No,3,40,1,2,2,1,1,0,1,12,1
1222421,32,No,Travel_Rarely,Nursing,19,3,Life Sciences,Male,80,3,Nurse,3,Married,9610,3840,3,Y,No,3,40,10,2,1,4,3,0,2,12,1
1222187,30,No,Travel_Rarely,Care,28,2,Medical,Female,64,2,Other,4,Married,5775,11934,1,Y,No,3,40,11,2,3,10,8,1,9,12,0
1221662,22,No,Travel_Rarely,Dietary,1,2,Life Sciences,Male,63,1,Other,3,Single,3375,17624,0,Y,No,3,40,4,2,4,3,2,1,2,12,0
1221286,41,No,Travel_Rarely,Care,7,2,Technical Degree,Female,43,1,Other,3,Married,3376,18863,1,Y,No,3,40,10,3,3,10,6,0,8,12,1
1221211,53,No,Travel_Rarely,Nursing,8,3,Marketing,Male,73,4,Nurse,4,Married,11836,22789,5,Y,No,3,40,28,3,3,2,0,2,2,12,0
1221210,46,No,Travel_Rarely,Care,15,2,Life Sciences,Male,52,5,Administrative,2,Married,19081,10849,5,Y,No,3,40,25,2,3,4,2,0,3,12,1
1220976,37,No,Travel_Rarely,Care,4,1,Life Sciences,Male,54,1,Other,3,Married,2996,5182,7,Y,No,3,40,8,2,3,6,4,1,3,12,0
1220579,39,No,Travel_Rarely,Care,23,3,Medical,Male,93,1,Nurse,1,Single,3904,22154,0,Y,No,3,40,6,2,3,5,2,0,3,12,1
1220520,42,No,Travel_Rarely,Nursing,1,1,Life Sciences,Male,99,2,Nurse,3,Married,4907,24532,1,Y,No,4,40,20,3,3,20,16,11,6,12,1
1220488,36,No,Travel_Rarely,Dietary,2,4,Other,Female,73,2,Other,2,Married,6962,19573,4,Y,No,4,40,15,2,3,1,0,0,0,12,1
1220459,49,No,Travel_Frequently,Dietary,10,4,Life Sciences,Female,35,5,Therapist,1,Single,18665,25594,9,Y,No,3,40,22,4,3,3,2,1,2,12,1
1219188,44,No,Travel_Frequently,Dietary,1,5,Human Resources,Male,37,2,Other,4,Married,5743,10503,4,Y,No,3,40,14,3,3,10,7,0,2,12,0
1218847,45,No,Travel_Rarely,Nursing,2,3,Other,Male,61,2,Nurse,2,Married,4805,16177,0,Y,No,3,40,9,3,4,8,7,3,7,12,0
1218204,35,No,Travel_Rarely,Nursing,7,1,Life Sciences,Male,76,1,Other,3,Married,2404,16192,1,Y,No,3,40,1,3,3,1,0,0,0,12,1
1218088,29,No,Travel_Rarely,Dietary,17,3,Other,Male,51,3,Other,1,Single,7988,9769,1,Y,No,3,40,10,3,2,10,9,0,9,12,0
1217582,53,No,Travel_Rarely,Dietary,3,4,Medical,Male,45,4,Therapist,3,Married,17584,21016,3,Y,No,3,40,21,5,2,5,3,1,3,12,0
1217160,53,No,Travel_Rarely,Care,7,3,Life Sciences,Male,59,4,Administrative,3,Married,14814,13514,3,Y,No,3,40,32,3,3,5,1,1,3,12,0
1216132,31,No,Travel_Rarely,Care,24,3,Medical,Female,96,2,Nurse,1,Single,6812,17198,1,Y,No,3,40,10,2,3,10,9,1,8,12,1
1216003,36,No,Travel_Frequently,Care,11,3,Life Sciences,Male,95,2,Therapist,2,Single,6499,22656,1,Y,No,3,40,6,3,3,6,5,0,3,12,0
1215433,25,No,Travel_Rarely,Nursing,13,1,Medical,Male,40,1,Other,3,Married,2096,26376,1,Y,No,3,40,7,1,3,7,4,0,6,12,0
1214806,31,No,Travel_Rarely,Dietary,8,2,Medical,Female,96,1,Other,2,Single,2109,24609,9,Y,No,3,40,8,3,3,3,2,0,2,12,1
1214731,32,No,Travel_Rarely,Care,8,2,Medical,Female,91,2,Other,3,Married,5175,22162,5,Y,No,3,40,9,3,2,5,3,1,3,12,0
1213922,34,No,Travel_Rarely,Nursing,28,3,Marketing,Female,95,2,Therapist,3,Married,6712,8978,1,Y,No,4,40,8,2,3,8,7,1,7,12,0
1213892,31,No,Non-Travel,Nursing,20,2,Marketing,Female,45,2,Therapist,3,Married,6932,24406,1,Y,No,3,40,9,2,2,9,8,0,0,12,0
1213565,31,No,Travel_Rarely,Nursing,7,4,Life Sciences,Male,41,1,Other,3,Married,2329,11737,3,Y,No,3,40,13,2,4,7,7,5,2,12,0
1213490,45,No,Travel_Frequently,Dietary,7,4,Life Sciences,Male,77,2,Therapist,3,Married,6434,5118,4,Y,No,3,40,9,1,3,3,2,0,2,12,0
1213142,27,No,Travel_Frequently,Nursing,20,3,Life Sciences,Female,90,2,Nurse,3,Single,9981,12916,1,Y,No,3,40,7,2,3,7,7,0,7,12,1
1212693,52,No,Travel_Rarely,Care,7,4,Life Sciences,Male,87,3,Nurse,2,Single,10445,15322,7,Y,No,3,40,18,4,3,8,6,4,0,12,0
1212660,30,No,Travel_Frequently,Care,23,3,Life Sciences,Male,96,1,Other,3,Divorced,2613,22310,1,Y,No,4,40,10,2,2,10,7,0,9,12,1
1212094,42,No,Travel_Rarely,Nursing,5,2,Marketing,Male,90,5,Administrative,3,Married,18303,7770,6,Y,No,3,40,21,3,4,1,0,0,0,12,1
1211751,38,No,Travel_Rarely,Dietary,9,2,Life Sciences,Male,71,1,Other,4,Divorced,4771,14293,2,Y,No,3,40,10,0,4,5,2,0,3,12,0
1211666,45,No,Travel_Rarely,Care,20,3,Medical,Male,95,3,Nurse,1,Divorced,10851,19863,2,Y,No,3,40,24,2,3,7,7,0,7,12,0
1211512,27,No,Travel_Rarely,Dietary,5,1,Technical Degree,Male,42,3,Therapist,4,Divorced,12808,8842,1,Y,No,3,40,9,3,3,9,8,0,8,12,1
1211290,46,No,Travel_Rarely,Dietary,1,2,Life Sciences,Female,44,1,Other,1,Single,3423,22957,6,Y,No,3,40,10,3,4,7,6,5,7,0,1
1209865,48,No,Travel_Rarely,Nursing,2,5,Marketing,Female,37,2,Therapist,4,Married,4051,19658,2,Y,No,3,40,14,2,3,9,7,6,7,12,1
1209768,40,No,Travel_Frequently,Dietary,11,3,Technical Degree,Female,73,2,Nurse,3,Married,6323,26849,1,Y,No,3,40,10,2,4,10,9,9,4,12,1
1209446,35,No,Travel_Rarely,Dietary,2,3,Life Sciences,Male,44,3,Therapist,2,Divorced,10274,19588,2,Y,No,3,40,15,2,4,7,7,6,4,12,1
1209208,30,Yes,Travel_Frequently,Nursing,12,4,Life Sciences,Male,74,1,Other,1,Married,2033,14470,1,Y,No,3,40,1,2,4,1,0,0,0,12,0
1208582,28,Yes,Travel_Rarely,Care,5,4,Technical Degree,Male,50,1,Nurse,3,Single,3441,11179,1,Y,No,3,40,2,3,2,2,2,2,2,12,0
1208054,32,No,Travel_Rarely,Dietary,1,3,Medical,Male,33,2,Therapist,4,Married,6162,10877,1,Y,No,4,40,9,3,3,9,8,7,8,12,0
1207951,31,No,Travel_Rarely,Care,26,1,Life Sciences,Male,31,1,Other,3,Divorced,2911,15170,1,Y,No,3,40,5,1,2,5,2,4,3,12,0
1207662,26,No,Travel_Rarely,Nursing,10,3,Medical,Male,46,2,Nurse,4,Single,4684,9125,1,Y,No,3,40,5,4,3,5,3,1,2,12,1
1206981,41,No,Travel_Rarely,Dietary,5,3,Life Sciences,Male,85,2,Nurse,2,Single,6870,15530,3,Y,No,3,40,11,3,1,3,2,1,2,12,0
1206644,42,No,Travel_Rarely,Nursing,14,2,Medical,Female,68,2,Nurse,3,Single,6244,7824,7,Y,No,3,40,10,6,3,5,4,0,3,12,0
1206462,46,No,Travel_Rarely,Care,1,4,Medical,Male,40,5,Administrative,4,Divorced,19627,21445,9,Y,No,3,40,23,0,3,2,2,2,2,12,0
1206385,49,No,Travel_Rarely,Care,18,4,Life Sciences,Male,58,5,Administrative,3,Divorced,19502,2125,1,Y,No,3,40,31,5,3,31,9,0,9,12,0
1205920,31,No,Travel_Rarely,Care,2,4,Life Sciences,Male,69,1,Nurse,3,Married,3477,18103,1,Y,No,3,40,6,2,4,5,2,0,3,12,0
1204541,35,No,Travel_Rarely,Care,16,3,Life Sciences,Male,72,3,Nurse,3,Married,7632,14295,4,Y,No,3,40,10,2,3,8,7,0,0,12,0
1203781,48,No,Travel_Rarely,Nursing,7,3,Marketing,Male,96,2,Nurse,1,Divorced,5486,24795,4,Y,No,3,40,15,3,3,2,2,2,2,12,1
1202936,40,Yes,Travel_Rarely,Nursing,25,4,Marketing,Male,57,3,Nurse,2,Single,9094,17235,2,Y,No,3,40,9,2,3,5,4,1,0,12,1
1202761,48,No,Travel_Rarely,Nursing,2,1,Marketing,Male,56,2,Nurse,2,Married,8120,18597,3,Y,No,3,40,12,3,3,2,2,2,2,12,0
1202416,29,No,Travel_Rarely,Nursing,10,3,Medical,Male,42,2,Nurse,3,Single,5869,23413,9,Y,No,3,40,8,2,3,5,2,1,4,12,1
1202360,52,No,Travel_Rarely,Care,8,4,Medical,Male,85,2,Other,2,Married,4941,17747,2,Y,No,3,40,11,3,2,8,2,7,7,12,1
1201616,36,No,Non-Travel,Dietary,9,4,Life Sciences,Male,66,1,Nurse,2,Married,2810,9238,1,Y,No,4,40,5,3,3,5,4,0,2,12,1
1200755,32,No,Travel_Rarely,Care,2,3,Medical,Male,45,2,Other,2,Divorced,5470,25518,0,Y,No,3,40,10,4,2,9,5,1,6,12,0
1200749,34,No,Travel_Rarely,Dietary,1,3,Life Sciences,Female,86,1,Nurse,2,Married,3294,3708,5,Y,No,3,40,7,2,2,5,4,0,2,12,1
1200302,49,No,Travel_Frequently,Care,8,1,Life Sciences,Male,61,2,Other,2,Married,5130,24907,1,Y,No,4,40,10,3,3,10,7,1,7,12,1
1197716,45,No,Travel_Rarely,Dietary,1,3,Other,Male,70,5,Other,4,Married,19202,15970,0,Y,No,3,40,25,2,3,24,0,1,7,12,0
1197555,38,No,Travel_Rarely,Care,3,5,Technical Degree,Female,32,2,Nurse,3,Single,4317,2302,3,Y,No,4,40,19,2,3,3,2,2,2,12,1
1197297,56,No,Travel_Rarely,Dietary,7,2,Technical Degree,Male,72,1,Nurse,3,Married,2339,3666,8,Y,No,3,40,14,4,1,10,9,9,8,12,1
1196870,33,Yes,Travel_Rarely,Nursing,16,3,Life Sciences,Female,74,3,Nurse,1,Single,8564,10092,2,Y,No,4,40,11,2,2,0,0,0,0,12,1
1196631,40,No,Travel_Rarely,Care,10,4,Life Sciences,Female,46,1,Nurse,3,Married,2213,22495,3,Y,No,3,40,10,3,3,7,7,1,7,12,1
1196529,39,No,Travel_Rarely,Dietary,6,1,Medical,Male,42,3,Nurse,1,Married,9991,21457,4,Y,No,3,40,9,5,3,7,7,1,7,12,1
1196281,29,No,Travel_Rarely,Care,15,2,Life Sciences,Female,49,2,Nurse,3,Single,4193,12682,0,Y,No,3,40,10,3,3,9,5,0,8,12,0
1196090,29,No,Travel_Frequently,Care,1,4,Life Sciences,Male,76,1,Other,4,Divorced,2720,18959,1,Y,No,3,40,10,5,3,10,7,2,8,12,1
1194754,41,No,Travel_Rarely,Nursing,3,3,Life Sciences,Male,57,2,Nurse,2,Divorced,8938,12227,2,Y,No,3,40,14,5,3,5,4,0,4,12,0
1193818,21,Yes,Travel_Rarely,Nursing,7,1,Marketing,Male,31,1,Other,2,Single,2679,4567,1,Y,No,3,40,1,3,3,1,0,1,0,12,1
1193450,36,No,Travel_Rarely,Nursing,1,2,Life Sciences,Male,56,2,Nurse,4,Married,6201,2823,1,Y,No,3,40,18,1,2,18,14,4,11,12,0
1193428,28,No,Non-Travel,Care,1,3,Life Sciences,Female,55,2,Nurse,4,Married,6674,16392,0,Y,No,3,40,10,6,3,9,8,7,5,12,1
1191511,39,Yes,Travel_Rarely,Care,23,3,Medical,Male,93,1,Other,1,Single,3904,22154,0,Y,No,3,40,6,2,3,5,2,0,3,12,1
1191505,19,Yes,Travel_Rarely,Dietary,2,2,Technical Degree,Male,52,1,Other,4,Single,2564,18437,1,Y,No,3,40,1,3,4,1,0,0,0,12,0
1191013,29,Yes,Travel_Rarely,Dietary,1,4,Medical,Male,36,1,Other,4,Married,4787,26124,9,Y,No,3,40,4,3,4,2,2,2,2,12,0
1190899,41,No,Travel_Rarely,Care,12,4,Life Sciences,Male,46,1,Nurse,4,Married,4766,9051,3,Y,No,3,40,6,4,3,1,0,0,0,12,1
1190766,32,No,Travel_Rarely,Nursing,1,4,Medical,Male,68,1,Other,2,Married,2269,18024,0,Y,No,3,40,3,2,3,2,2,2,2,12,1
1190255,41,Yes,Travel_Rarely,Nursing,20,2,Marketing,Female,70,1,Other,2,Single,3140,21728,1,Y,No,4,40,4,5,2,4,3,0,2,12,1
1188476,30,No,Travel_Rarely,Nursing,7,1,Marketing,Male,57,1,Other,2,Single,2983,18398,0,Y,No,3,40,4,3,3,3,2,1,2,12,0
1188199,33,No,Travel_Rarely,Nursing,16,3,Marketing,Female,69,2,Nurse,1,Single,5324,26507,5,Y,No,3,40,6,3,3,3,2,0,2,12,1
1188108,36,No,Travel_Rarely,Care,6,3,Life Sciences,Female,55,1,Nurse,4,Married,3038,22002,3,Y,No,3,40,5,3,3,1,0,0,0,12,0
1187985,59,No,Travel_Rarely,Care,3,3,Life Sciences,Male,70,1,Other,4,Married,2177,8456,3,Y,No,3,40,7,6,3,1,0,0,0,12,0
1187620,50,No,Travel_Rarely,Dietary,4,1,Life Sciences,Male,96,5,Other,2,Divorced,19144,15815,3,Y,No,3,40,28,4,2,10,4,1,6,12,1
1187455,40,No,Travel_Rarely,Dietary,1,3,Life Sciences,Female,52,2,Nurse,4,Divorced,6513,9060,4,Y,No,3,40,12,3,3,5,3,0,3,12,0
1187355,29,Yes,Travel_Rarely,Care,1,2,Life Sciences,Female,36,1,Nurse,1,Married,2319,6689,1,Y,No,3,40,1,1,3,1,0,0,0,12,1
1186983,45,No,Travel_Rarely,Nursing,2,2,Technical Degree,Male,46,2,Other,3,Single,6632,12388,0,Y,No,3,40,9,3,3,8,7,3,1,12,1
1186466,48,No,Travel_Rarely,Care,20,4,Medical,Male,51,1,Other,3,Married,2259,5543,4,Y,No,3,40,13,2,2,0,0,0,0,12,0
1185964,22,No,Travel_Rarely,Dietary,3,1,Life Sciences,Female,34,2,Therapist,3,Married,4171,10022,0,Y,No,3,40,4,3,4,3,2,0,2,12,1
1185178,39,No,Travel_Rarely,Dietary,6,3,Life Sciences,Female,32,3,Therapist,2,Single,8376,9150,4,Y,No,3,40,9,3,3,2,0,2,2,0,1
1184336,45,No,Travel_Rarely,Care,10,2,Life Sciences,Male,69,1,Nurse,4,Married,2654,9655,3,Y,No,4,40,8,3,2,2,2,0,2,12,0
